text,label
Please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle,0
Storming msg Wen u lift phne u say HELLO u knw wt real meaning HELLO name girl Yes u knw dat girl Margaret Hello girlfrnd f Grahmbell invnted telphone MoralOne 4get name person bt girlfrnd G n g h,0
Thats ok popped ask bout something said youd around tonght wen girl comes,0
e best 4 ur exam later,0
Hope ur head doesnt hurt 2 much ploughing way pile ironing Staying chinky tonight come round like,0
Oh ki think wi nz players unsold,0
Haha got fast lose weight thk muz go 4 month den got effect Geelater go aust put bk e weight,0
wonder got online love gone net cafe get phone recharged friends net think boytoy,0
Haha kidding papa needs drugs,0
Thk shld b Ya wana go 4 lessons Haha go one whole stretch,0
Oh ok,0
R still meeting 4 dinner tonight,0
Thats cool gentleman treat dignity respect,0
Shall start hear,0
wait 4 u lor need 2 feel bad lar,0
check got detailed message,0
registered Sinco Payee Log icicibankcom enter URN ltgt confirm Beware frauds share disclose URN anyone,0
decided people care stuff vote caring stuff losers,0
Kaiez Enjoy ur tuition Gee Thk e second option sounds beta Ill go yan jiu den msg u,0
registered Sinco Payee Log icicibankcom enter URN ltgt confirm Beware frauds share disclose URN anyone,0
cool fun practicing making babies,0
Actually getting ready leave house,0
Kkany special today,0
URGENT IMPORTANT INFORMATION O2 USER TODAY LUCKY DAY 2 FIND LOG ONTO HTTPWWWURAWINNERCOM FANTASTIC SURPRISE AWAITING,1
gotta,0
Ive got ten bucks jay noncomittal,0
hungry,0
Pls speak customer machan,0
somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams,0
Wen ur lovable bcums angry wid u dnt take seriously Coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
Dear Uve invited XCHAT final attempt contact u Txt CHAT 86688 150pMsgrcvdHGSuite3422LandsRowW1J6HL LDN 18 yrs,1
wats ur opinion abt abt character,0
Jay snickering tells x totally fucking chords speak,0
Nofew hours beforewent hair cut,0
wonder Cos dun rem seeing silver car thk saw black one,0
Lmao Take pic send,0
Speak feel words better silence Gud mrng,0
Shes currently scotland,0
work week,0
Congratulations ur awarded either £500 CD gift vouchers Free entry 2 £100 weekly draw txt MUSIC 87066 TnCs wwwLdewcom 1 win150ppmx3age16,1
Lol great im getting hungry,0
Yes saw message,0
Ill mu like ltgt seconds,0
Ok,0
THING R GOOD THANX GOT EXAMS MARCH IVE DONE REVISION FRAN STILL BOYF IVE GOTTA INTERVIW 4 EXETER BIT WORRIEDx,0
Tell make little spreadsheet track whose idea smoke determine smokes much entire month february Ill come,0
sale arsenal dartboard Good condition doubles trebles,1
Dont look back building coat dont want get sick hurry home wear coat gym,0
painful personal thought always try keep everybody happy time nobody recognises alone,0
Thanks lovely wisheds rock,0
intrepid duo great time see soon,0
asked sen come chennai search job,0
Dad went oredi,0
jus hope true missin cos im really missin havent done anything feel guilty yet,0
Wat late still early mah juz go 4 dinner lor Aiya dunno,0
Arms fine hows Cardiff uni,0
fact leave think addie goes back school tues wed,0
Cool breeze Bright sun Fresh flower Twittering birds waiting wish u GOODMORNING amp NICE DAY,0
Yagoing restaurant,0
ok askd u knw tht,0
Free 1st week entry 2 TEXTPOD 4 chance 2 win 40GB iPod £250 cash every wk Txt POD 84128 TsCs wwwtextpodnet custcare 08712405020,1
ducking chinchillas,0
marriage function,0
Looks like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer,0
Don‘t give flying monkeys wot think certainly don‘t mind friend mine,0
registered optin subscriber ur draw 4 £100 gift voucher entered receipt correct ans 80062 Whats No1 BBC charts,1
say thanks2,0
Msg rajini comes,0
Ya ü taking ure practical lessons start june,0
Thats good need drugs,0
Stupidits possible,0
ü decide faster cos sis going home liao,0
Summers finally Fancy chat flirt sexy singles yr area get MATCHED reply SUMMER Free 2 Join OptOut txt STOP Help08714742804,1
U sleeping going take Haha got spys wat online checking n replying mails lor,0
CLAIRE havin borin time alone U wanna cum 2nite Chat 09099725823 hope 2 C U Luv CLAIRE xx Calls£1minmoremobsEMSPOBox45PO139WA,1
Fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
Bought one ringtone getting texts costing 3 pound offering tones etc,1
Yalru lyfu astne chikku Bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowD,0
Kinda First one gets twelve Aah Speak tomo,0
09066362231 URGENT mobile 07xxxxxxxxx £2000 bonus caller prize 020603 2nd attempt reach call 09066362231 ASAP,1
Ok good later come find ü C lucky told ü go earlier Later pple take finish ü,0
Wat makes u thk ill fall actually thk im quite prone 2 falls Lucky dad home ask come n fetch already,0
07801543489 guaranteed latests Nokia Phone 40GB iPod MP3 player £500 prize Txt wordCOLLECT No83355 TCLLC NYUSA 150pMt msgrcvd18,1
account refilled successfully INR ltDECIMALgt KeralaCircle prepaid account balance Rs ltDECIMALgt Transaction ID KR ltgt,0
wont touch permission,0
Hi LUCY Hubby meetins day Fri B alone hotel U fancy cumin Pls leave msg 2day 09099726395 Lucy x Calls£1minMobsmoreLKPOBOX177HP51FL,1
7 wonders WORLD 7th 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st Ur Lovely Friendship good morning dear,0
Take small dose tablet fever,0
Oh U must taken REAL Valentine shopping first,0
sent email – address incomm right,0
gonna blakes night might able get little early,0
Friendship game play word say doesnt start March ends May tomorrow yesterday today e,0
Nice Waitshould texting right Im gonna pay ticket ya know,0
Im watching lotr w sis dis aft u wan 2 meet 4 dinner nite,0
keeping away like,0
think far find Check google maps place dorm,0
trip ok quite tiring lor Uni starts today ok 4 cos im taking modules jus concentrating final yr project,0
always saying welp,0
Im guy browsin compulsory,0
Ok,0
Purity friendship two smiling reading forwarded messageIts smiling seeing name Gud evng musthu,0
Sorry Ill call later,0
add dont really care cant least get dude fuck hey money want,0
Hello lover goes new job happy think wake slave send teasing kiss across sea,0
told number gautham,0
Tell need investigate anywhere,0
Ok juz receive,0
Cant believe said many things morning really wanted say good morning love beautiful morning See library later,0
account credited 500 FREE Text Messages activate txt word CREDIT 80488 TCs www80488biz,1
end might still vomit okay everything come,0
moneYas youmoney aint thinghow sha,0
everything weather Keep extra warm cold nothing serious Pls lots vitamin c,0
Hey gals Anyone u going e driving centre tmr,0
Im always yahoo messenger send message ill get may send mobile mode sha ill get reply,0
Im putting ready ltTIMEgt,0
Time n Smile r two crucial things life Sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon,0
SMS ac JSco Energy high u may know 2channel 2day ur leadership skills r strong Psychic Reply ANS wquestion End Reply END JSCO,1
Hostbased IDPS linux systems,0
HOT LIVE FANTASIES call 08707509020 20p per min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 national rate call,1
dawhats plan,0
Ill ltgt ok,0
Oh God Im almost home,0
Total video converter free download type google search,0
Thanks Vote sing along stars Karaoke mobile FREE link reply SING,1
Wen ur lovable bcums angry wid u dnt take seriously Coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
Sounds like something someone testing would sayy,0
u love someone Dont make love u much u Love much dont want loved anyone except Gud nit,0
Peteis phone still Jenny college Leannewhat,0
Oops sorry check dont mind picking tomo half eight station Would ok,0
Hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc Could tell know way download big files download stuff directly internet help would great prey teasing kiss,0
Hows champ leaving glasgow,0
Kall bestcongrats,0
wonder youll get text,0
need come home give good lovin,0
brand new mobile music service live free music player arrive shortly install phone browse content top artists,1
Shall ask one thing dont mistake,0
Check wid corect speling ie Sarcasm,0
URGENT Mobile awarded £2000 Bonus Caller Prize 10803 2nd attempt contact Call 08714719523 BOX95QU BT National Rate,1
angry happen dear,0
thk u dun haf 2 hint e forum already lor Cos told ron n darren going 2 tell shuhui,0
Yup ok thanx,0
Hicts employee,0
Pls pls find aunt nike,0
Wow love sooo much know barely stand wonder day goes well love think miss,0
screaming means shouting,0
Hey happen de alright,0
picked receipt something earlier,0
think chennai well settled,0
Oh dang didnt mean send Lol,0
Unfortunately ive found pick sister airport evening dont think ill going try go one th,0
Horrible bf v hungry,0
Remember day,0
Nokia 7250i get win FREE auction take part send Nokia 86021 HGSuite3422Lands RowW1JHL 16,1
Hows feel Mr real Valentine yo Valentine even tho u hardly play,0
sounds good Fingers Makes difficult type,0
Midnight earliest,0
Youre sure Im trying make xavier smoke dont want smoke told smoke much,0
K come nordstrom youre done,0
u konw waht rael FRIENDSHIP Im gving yuo exmpel Jsut ese tihs msg Evrey splleing tihs msg wrnog Bt sitll yuo raed wihtuot ayn mitsake GOODNIGHT amp NICE SLEEPSWEET DREAMS,0
press conference da,0
Hello Orange 1 months free access games news sport plus 10 free texts 20 photo messages reply YES Terms apply wwworangecoukow,1
completed degree use joining finance,0
Good afternoon love job prospects missing lazy bleak hmmm happy filled love,0
Shant disturb u anymore Jia,0
Bishan lar nearer need buy early cos buy gotta park car,0
dont know oh,0
Dude sux snake got old raiden got buff,0
says hi get ass back south tampa preferably kegger,0
e msg jus U said thanks gift,0
U,0
Ok dear call chechi,0
Yeah totes u wanna,0
Ok found dis pierre cardin one looks normal costs 20 sale,0
Good sleep rhythm person establish rhythm body learn use want know,0
Wat r u,0
Message Truro Hospital ext phone phone side,0
Single line big meaning Miss anything 4 ur Best Life dont miss ur best life anything Gud nyt,0
got gas money chance gang want go grand nature adventure,0
Dnt worryuse ice pieces cloth packalso take 2 tablets,0
Dude saw parked car sunroof popped Sux,0
Get ready put excellent sub face,0
Tmrw Im finishing 9 doors,0
ltgt g saw days ago guy wants sell wifi ltgt 3g ltgt Thats blanked,0
late,0
whatever im pretty pissed,0
Today ACCEPT DAYU Accept Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd rply means enemy,0
dont much image class,0
Noi got rumour going buy apartment chennai,0
Near kalainar tv officethenampet,0
Ur cashbalance currently 500 pounds maximize ur cashin send GO 86688 150pmsg CC 08718720201 HGSuite3422Lands RowW1J6HL,1
SMS AUCTION BRAND NEW Nokia 7250 4 auction today Auction FREE 2 join take part Txt NOKIA 86021 HGSuite3422Lands RowW1J6HL,1
sis catching e show e afternoon im watching w c u wan 2 watch today tmr lor,0
Sounds gd Haha Wah u yan jiu fast liao,0
nosy guess Idk reacting Im freaked,0
Remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,0
Make girl Happy difficult make girls happy U need 1 friend 2 Companion 3 Lover 4 Chef ltgt Good listener ltgt Organizer ltgt Good boyfriend ltgt clean ltgt Sympathetic ltgt Athletic ltgt Warm ltgt Courageous ltgt Determined ltgt True ltgt Dependable ltgt Intelligent ltgt Psychologist ltgt Pest exterminator ltgt Psychiatrist ltgt Healer ltgt Stylist ltgt Driver Aaniye pudunga venaam,0
princess bet brothas chasing,0
shall book chez jules half eight thats ok,0
Hhahhaahahah rofl wtf nig leonardo room something,0
Yep dereks house see Sunday lt3,0
cool let know kicks around ltgt Ill day,0
Sorry Ill call later,0
wondering would okay call uncle john let know things nigeria r ltgt dollars 2years sent know strain plan pay back every dime gives Every dime expect anything practical Something like,0
charges transfer charges withdraw anyhow like,0
Dont search love let love find U Thats called falling love bcoz U dont force U fall U know smeone hold U BSLVYL,0
4 Lets go bill millers,0
love set soul fire spark flame big rawring flame XoXo,0
Somewhr someone surely made 4 u God decided perfect time make u meet dat person till den Enjoy ur crushes,0
Thats honeymoon outfit,0
help propose going back tomorrow,0
PRIVATE 2003 Account Statement shows 800 unredeemed points Call 08719899230 Identifier Code 41685 Expires 071104,1
Never blame day ur life Good days give u happiness Bad days give u experience essential life Gods blessings good morning,0
Pls confirm time collect cheque,0
Registered Subscriber yr draw 4 £100 gift voucher b entered receipt correct ans next olympics Txt ans 80062,1
URGENT Mobile number awarded £2000 prize GUARANTEED Call 09061790121 land line Claim 3030 Valid 12hrs 150ppm,1
Daddy take good care,0
Yeah probably still gotta check leo,0
Kthen special,0
Carlos taking sweet time usual let know patty donewant smoke Ill tell haul ass,0
Ok pa Nothing problem,0
heard job Im going wildlife talk tonight u want2come that2worzels wizzle whatever,0
God picked flower dippeditinaDEW lovingly touched itwhichturnedinto u gifted tomeandsaidTHIS FRIEND 4U,0
came hostel,0
Ok prob Ill come lunch,0
Jus telling u dat ill b leaving 4 shanghai 21st instead well haf time 2 meet cya,0
freezing home yet remember kiss mom morning love think missing yet,0
ready big day tomorrow,0
Ill probably around mu lot,0
645,0
RTKIng Pro Video Club Need help inforingtonekingcouk call 08701237397 must 16 Club credits redeemable wwwringtonekingcouk Enjoy,1
Thnx dude u guys 2nite,0
sef dey laugh Meanwhile hows darling anjie,0
Mm food da,0
K makes sense btw carlos difficult guys gonna smoke go pick second batch get gas,0
u download fring app,0
2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible,0
Friends u stay fb chat,0
Fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,0
Living simple Loving also simple Laughing simple Winning tooo simple SIMPLE difficult Gud nte,0
U secret admirer looking 2 make contact Ufind Rreveal thinks UR specialcall 09058094599,1
Ah well confuses things doesn‘t,0
500 free text msgs text ok 80488 well credit account,1
Hi Dear Call urgnt dont know whats problem dont want work problem least tell Wating reply,0
Dear ok,0
selected stay 1 250 top British hotels NOTHING Holiday Worth £350 Claim Call London 02072069400 Bx 526 SW73SS,1
Yes princess want make happy,0
Sounds like many talents would like go dinner date next week,0
going film 2day da 6pm Sorry da,0
watching movie already Xy wants 2 shop im shopping w,0
Hello little party animal thought Id buzz friends grins Reminding loved send naughty adoring kiss,0
Yesterday going home,0
Eerie Nokia tones 4u rply TONE TITLE 8007 eg TONE DRACULA 8007 Titles GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT wwwgetzedcouk POBox36504W45WQ 150p,1
come life brought sun Shiny warming heart Putting constant smile face Making feel loved cared,0
shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,0
0ANETWORKS allow companies bill SMS responsible suppliers shop give guarantee sell B G,1
Great comedycant stop laughing da,0
FreeMsgFeelin kinda lnly hope u like 2 keep company Jst got cam moby wanna c picTxt reply DATE 82242 Msg150p 2rcv Hlp 08712317606 stop 82242,1
Alright set text man,0
Hi theyre keen go kind feel shouldnt go tomo dont mind,0
Sleeping nt feeling well,0
U SWITCH FONE DAMMIT,0
India take lead,0
Ill post l8r class,0
Thts wat Wright Brother fly,0
Evening v good somewhat event laden fill dont worry … Head ok throat wrecked See six,0
u laugh really loud u talk spontaneously u dont care others feel U probably dear amp best friends GOODEVENING Dear,0
LAPTOP TAKE,0
dont file bagi work called mei tell find anything room,0
wan early lei outside wun b home early Neva mind,0
ur chance win £250 cash every wk TXT ACTION 80608 TsCs wwwmovietriviatv custcare 08712405022 1x150pwk,1
bugis juz wat im walking home oredi Ü late reply oso saw top dat like din buy r ü,0
Wishing family Merry X mas HAPPY NEW Year advance,0
7 go ok na,0
Yes posted couple pics fb Theres still snow outside Im waking,0
Sif one good partnership going take lead,0
RGENT 2nd attempt contact UU £1250 CALL 09071512433 b4 050703 TCsBCM4235WC1N3XX callcost 150ppm mobilesvary max£7 50,1
Yeah wheres class,0
send Bec temple na,0
arent coming home class right need work shower,0
Hi ur lookin 4 saucy daytime fun wiv busty married woman free next week Chat 2 sort time 09099726429 JANINExx Calls£1minMobsmoreLKPOBOX177HP51FL,1
mostly like,0
Ü v fan,0
Dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,0
Guess spent last night phasing fourth dimension,0
dad gonna call gets work ask crazy questions,0
Yesbut said,0
hurting n meaningful lines ever compromised everything love end love compromised everything Gud mornin,0
Lmaonice 1,0
Glad see reply,0
URGENT trying contact U Todays draw shows £800 prize GUARANTEED Call 09050001295 land line Claim A21 Valid 12hrs,1
Monthly password wap mobsicom 391784 Use wap phone PC,1
Nah dub je still buff,0
Painful words thought Happy toughest thing Earth toughest acting Happy unspoken pain inside,0
Yeah thats fine £6 get ok,0
Lol u come ideas,0
many people seems special first sight remain special till last sight Maintain till life ends Shjas,0
Today song dedicated day song u dedicate Send ur valuable frnds first rply,0
Okay wait ah,0
lei,0
HI BABE U R LIKELY BED IM SORRY TONIGHT REALLY WANNA SEE U TOMORROW CALL 9 LOVE XXX,0
Already squatting new way walking,0
want bold 2 bb torch,0
Cramps stopped Going back sleep,0
todays vodafone numbers ending 0089my last four digits selected received £350 award number matches please call 09063442151 claim £350 award,1
Free Top ringtone sub weekly ringtoneget 1st week freesend SUBPOLY 816183 per weekstop sms08718727870,1
Nan sonathaya soladha boss,0
Bring tat cd forget,0
Sunshine Quiz Wkly Q Win top Sony DVD player u know country Algarve Txt ansr 82277 £150 SPTyrone,1
dont know Im raping dudes poker,0
Weightloss girl friends Make loads money ebay something give thanks God,0
gr8 see message r u leaving Congrats dear school wat r ur plans,0
Ü eatin later im eatin wif frens lei Ü going home first,0
Finish already Yar keep saying mushy embarrassed ok,0
Sorry man stash ran dry last night cant pick sunday,0
Hai priya right doctor said pa,0
Free msg Sorry service ordered 81303 could delivered sufficient credit Please top receive service,1
Ok,0
Please ask mummy call father,0
come room cannot come house cos house still messy Haha,0
lost 10 kilos today,0
taste fish curry P,0
Might accidant tookplace somewhere ghodbandar rd Traffic moves slovely plz slip amp dont worry,0
Yun ahnow ü wkg wherebtw ü go nus sc Ü wana specialise wad,0
Yes one woman man Please tell likes dislikes bed,0
test earlier appreciate call tomorrow,0
Hows loverboy keeps coming Queen hmmm Doesnt ache speak Miss desparately,0
U meet fren dun wan meet ah Muz b guy rite,0
promises though havent even gotten dinner yet,0
got back dislikes bed,0
turns stereo love mi phone unknown album,0
Hard LIVE 121 chat 60pmin Choose girl connect LIVE Call 09094646899 Cheap Chat UKs biggest live service VU BCM1896WC1N3XX,1
Yeah dont see,0
Asking u knw nt May ur frnds classmates,0
Sorry earlier Putting firesAre around talk 9 actually life lol,0
WOW Boys R Back TAKE 2007 UK Tour Win VIP Tickets prebook VIP Club Txt CLUB 81303 Trackmarque Ltd infovipclub4u,1
missionary hook doggy hook standing,0
u better go sleep Dun disturb u liao U wake msg lor,0
Fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
watching house – entertaining – getting whole hugh laurie thing – even stick – indeed especially stick,0
Thought praps meant another one Goodo Ill look tomorrow,0
Hi Jon Pete Ive bin 2 Spain recently hav sum dinero left Bill said u ur rents mayb interested hav 12000pes around £48 tb James,0
bold 2 ltgt,0
know shall speak ltgt minutes,0
ALRITE HUNNYWOT U 2 2NITE DIDNT END GOIN TOWN JUS DA PUB INSTEAD JUS CHILLIN DA MO BEDROOMLOVE JEN XXX,0
went project centre,0
per request Maangalyam Alaipayuthe set callertune Callers Press 9 copy friends Callertune,0
Lol yeah point guess,0
project w frens lor,0
Lol Well quality aint bad aint complaining,0
K happen tonight,0
Hi Mandy Sullivan calling HOTMIX FMyou chosen receive £500000 Easter Prize drawPlease telephone 09041940223 claim 290305 prize transferred someone else,1
think going finns come,0
tired special,0
come tomorrow di,0
cant pick phone right Pls send message,0
K go sleep well Take rest,0
U guys never invite anywhere,0
UR GOING 2 BAHAMAS CallFREEFONE 08081560665 speak live operator claim either Bahamas cruise of£2000 CASH 18only opt txt X 07786200117,1
want please inside outside bedroom,0
EY CALM DOWNON THEACUSATIONS ITXT U COS IWANA KNOW WOTU R DOIN THEWEND HAVENTCN U AGESRING UR UP4 NETHING SATLOVE J XXX,0
love wine dine lady,0
Someone conacted dating service entered phone fancy youTo find call landline 09111030116 PoBox12n146tf15,1
Im cool ta luv vtired 2 cause doin loads planning wk got social services inspection nursery Take care spk sn x,0
know account detailsi ask mom send youmy mom reach,0
think u wrong number,0
Feel Always Happy Slowly Becomes Habit amp Finally Becomes Part Life Follow Happy Morning amp Happy Day,0
B LATE LOVE MUM,0
Got itmail panren paru,0
thinking chuckin ur red green n black trainners 2 save carryin bac train,0
Give one miss number please,0
Jus came back fr lunch wif sis U leh,0
schedule next week town weekend,0
Really gooddhanush rocks,0
Lmao ok wont needing u hair anymore,0
Miss ya need ya want ya love ya,0
Sorry im free,0
u ever get song stuck head reason wont go away til u listen like 5 times,0
Nt yet chikkusimple habbahw abt u,0
Got ur mail Dileepthank muchand look forward lots supportvery less contacts hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear,0
Sometimes Heart Remembrs someone much Forgets someone soon Bcoz Heart like everyone liked ones Remembered Everytime BSLVYL,0
Joys father John John NAME Joys father Mandan,0
Hi 07734396839 IBH Customer Loyalty Offer NEW NOKIA6600 Mobile £10 TXTAUCTIONTxt wordSTART No81151 get Now4T,1
Hi yijue regarding 3230 textbook intro algorithms second edition Im selling 50,0
SMS AUCTION Nokia 7250i get win FREE auction take part send Nokia 86021 HGSuite3422Lands RowW1JHL 16,1
K want us come,0
little difficult simple way enter place,0
Ha us e thing got tv 2 watch U thk 2 go tonight u already haf smth mind,0
Dont show far Put new pictures facebook,0
Watching tv got new job,0
Good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore,0
Im coming whatever want,0
ok chikku 1 favourite song,0
u see posted Facebook,0
Call FREEPHONE 0800 542 0578,1
Buy Space Invaders 4 chance 2 win orig Arcade Game console Press 0 Games Arcade std WAP charge See o2coukgames 4 Terms settings purchase,1
7 wonders WORLD 7th 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st Ur Lovely Friendship good morning dear,0
Loan purpose £500 £75000 Homeowners Tenants welcome previously refused still help Call Free 0800 1956669 text back help,1
BIG BROTHER ALERT computer selected u 10k cash 150 voucher Call 09064018838 NTT PO Box CRO1327 18 BT Landline Cost 150ppm mobiles vary,1
oh well c u later,0
uncles Atlanta Wish guys great semester,0
dear free messages without recharge Hi hi hi,0
Dont search love let love find U Thats called falling love bcoz U dont force U fall U know smeone hold U BSLVYL,0
dun believe u thk u told,0
know god created gap fingers One made comes amp fills gaps holding hand LOVE,0
Yessura sun tvlol,0
Arun u transfr amt,0
Takin shower yeah Ill leave Im done,0
working eyes philosophy text u later bit free chat,0
U havent lost ill always b 4ui didnt intend 2 hurt u never knew u felt Iwasmarinethats itried2tell urmomi careabout u,0
WIN winner Mr Foley iPod exciting prizes soon keep eye ur mobile visit wwwwin82050couk,1
bad girl still remember,0
much gave Morning,0
hope alright babe worry might felt bit desparate learned job fake waiting come back love,0
Hey tell blakes address Carlos wanted meet got lost hes answering phone,0
get opinion something first,0
one week leave put know time,0
hit move,0
excellent spent ltgt years Air Force Iraq afghanistan stable honest like traveling,0
wanna watch movie,0
Ok lor thanx Ü school,0
Im class get text,0
bus leaves ltgt,0
God blessget good sleep deari pray,0
Todays Voda numbers ending 1225 selected receive £50award match please call 08712300220 quoting claim code 3100 standard rates app,1
nice day today love dearly,0
Aiyo bit pai seh ü noe Scared dun rem die Hee become better lookin oredi leh,0
Aight Ill ask roommates,0
whats house beer,0
ü wan 2 meet n combine parts Hows da rest da project going,0
Getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat Want 2 go Txt bak Terry,0
Yes chatting,0
HI JESS DONT KNOW WORK CALL U IM HOME EVE XXX,0
Sian Aft meeting supervisor got work 2 liao U working,0
going write ccna exam week,0
Well watch shrek 3DB,0
much dirty fellow,0
Dunno dats wat told Ok lor,0
Ill probably tomorrow even later tonight somethings going,0
couldnt say dying man feel sad go wanted know would probably gone late night,0
youre thinking lifting one,0
u Dun wan u dun like already ah Wat u Still eating,0
Sent ur email id soon,0
Wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
Dude Whats Teresa Hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading Plus really really Bam first aid Usmle work done,0
Hey gorgeous man work mobile number good one babe Squishy Mwahs,0
May call later Pls,0
Hottest pics straight phone See getting Wet Wanting xx Text PICS 89555 txt costs 150p textoperator g696ga 18 XxX,1
Thats way stay oh,0
Hello thanx taking call got job Starts monday,0
time ur flight tmr,0
come,0
rather prominent bite mark right cheek,0
september,0
wet right,0
hows husband,0
Hack Chat Get backdoor entry 121 chat rooms fraction cost Reply NEO69 call 09050280520 subscribe 25p pm DPS Bcm box 8027 Ldn wc1n3xx,1
norm tomorrow finish 415 cos st tests Need sort library stuff point tomo got letter today access til end march better get move,0
Yeah got list u Joanna Im feeling really anti social,0
office na,0
comingdown later,0
Super dagood replacement murali,0
Da good good playerwhy unsold,0
Hi u want join sts later Meeting five Call u class,0
engalnd telly decided wont let watch mia elliot kissing Damn,0
FREE NOKIA Motorola upto 12mths 12price linerental 500 FREE xnet mins100txtmth FREE Btooth Call Mobileupd8 08001950382 call 2optoutD3WV,1
dont want hear philosophy say happen,0
got job wiproyou get every thing life 2 3 years,0
cant get da laptop matric card wif ü lei,0
Dunno da next show aft 6 850 Toa payoh got 650,0
2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 08718726970 10p per min BTnationalrate,1
made payments dont much Sorry Would want fedex way,0
didt play one day last year know even though good team Like india,0
Kyou girl waiting reception ah,0
Say slowly GODI LOVE amp NEED YOUCLEAN HEART BLOODSend Ten special people amp u c miracle tomorrow itplspls,0
hate turns fun shopping trip annoying day everything would look house,0
Sir waiting call,0
Whats want come online,0
could work well reach consensus next meeting,0
Aiyah wait lor u entertain Hee,0
last thing ever wanted hurt didnt think would Youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed,0
Ill let know kicks,0
call ok said call,0
Call number available appointment ask connect call waheed fathima,0
ü go buy wif meet ü later,0
Mmmm Fuck fair know weaknesses grins pushes knees exposes belly pulls head Dont forget know wicked smile,0
Today system sh get readyall well also deep well,0
Mom wants know,0
Aight Ill text Im back,0
Dont know supports ass srt thnk think ps3 play usb,0
Oh ok didnt know meant Yep baby jontin,0
guaranteed £1000 cash £2000 prizeTo claim yr prize call customer service representative,1
Would like see XXX pics hot nearly banned uk,1
HMV BONUS SPECIAL 500 pounds genuine HMV vouchers answer 4 easy questions Play Send HMV 86688 infowww100percentrealcom,1
Watching tv got new job,0
pen thing beyond joke Wont Biro Dont masters cant ever,0
PARTY ALEX NICHOLS,0
U secret admirer looking 2 make contact Ufind Rreveal thinks UR specialcall 09058094594,1
seeing missed call dear brother gr8 day,0
Ok Ü finishing soon,0
Sorry cant help,0
Come slave Going shell unconsciously avoiding making unhappy,0
love ass enjoy doggy style,0
think asking gym excuse lazy people jog,0
Dear 0776xxxxxxx Uve invited XCHAT final attempt contact u Txt CHAT 86688 150pMsgrcvdHGSuite3422LandsRowW1J6HL LDN 18yrs,1
Urgent Please call 09061743811 landline ABTA complimentary 4 Tenerife Holiday £5000 cash await collection SAE TCs Box 326 CW25WX 150ppm,1
way home long dry spell season would,0
gotta collect da car 6 lei,0
Ok knackered came home went sleep good full time work lark,0
Probably earlier stations think,0
CALL 09090900040 LISTEN EXTREME DIRTY LIVE CHAT GOING OFFICE RIGHT TOTAL PRIVACY ONE KNOWS sic LISTENING 60P MIN 247MP 0870753331018,1
Good Morning plz call sir,0
FreeMsg Hey U got 1 videopic fones reply WILD txt ill send U pics hurry Im bored work xxx 18 150prcvd STOP2stop,1
Uh heads dont much left,0
tot u outside cos darren say u come shopping course nice wat jus went sim lim look mp3 player,0
Aight sounds good want come,0
Wat would u like 4 ur birthday,0
love working home,0
miss vday parachute double coins U must know well,0
Sorry Ill call later,0
sister got placed birla soft da,0
Free entry 2 weekly comp chance win ipod Txt POD 80182 get entry std txt rate TCs apply 08452810073 details 18,1
Wah Okie okie Muz make use e unlimited Haha,0
Therere people mu Im table lambda,0
stop old man get build snowman snow angels snowball fights,0
ELLO BABE U OK,0
